HomeTeamHomeForm,HomeTeamForm,HomeTeamSeasonWinPerc,AwayTeamAwayForm,AwayTeamForm,AwayTeamSeasonWinPerc,HomeGoals,AwayGoals
0.6666666666666666,0.8,0.6666666666666666,0.3333333333333333,0.4,0.3333333333333333,4,0
0.6666666666666666,0.4,0.6666666666666666,0.3333333333333333,0.4,0.3333333333333333,0,0
0.3333333333333333,0.2,0.3333333333333333,1.0,0.8,1.0,1,0
0.0,0.2,0.0,0.3333333333333333,0.6,0.3333333333333333,3,0
0.3333333333333333,0.6,0.3333333333333333,0.3333333333333333,0.2,0.3333333333333333,0,1
0.0,0.2,0.0,0.3333333333333333,0.4,0.3333333333333333,0,1
0.6666666666666666,0.2,0.6666666666666666,0.6666666666666666,0.4,0.6666666666666666,2,2
0.3333333333333333,0.2,0.3333333333333333,0.0,0.4,0.0,0,2
0.3333333333333333,0.2,0.3333333333333333,0.0,0.0,0.0,0,0
0.6666666666666666,0.6,0.6666666666666666,0.6666666666666666,0.4,0.6666666666666666,0,1
0.3333333333333333,0.2,0.3333333333333333,0.0,0.0,0.0,4,2
0.3333333333333333,0.6,0.3333333333333333,0.0,0.2,0.0,0,2
0.6666666666666666,0.2,0.6666666666666666,0.0,0.4,0.0,1,1
0.6666666666666666,0.4,0.6666666666666666,0.6666666666666666,0.4,0.6666666666666666,2,0
0.6666666666666666,0.2,0.6666666666666666,0.3333333333333333,0.4,0.3333333333333333,1,2
0.6666666666666666,0.4,0.6666666666666666,0.0,0.2,0.0,2,1
0.6666666666666666,0.6,0.6666666666666666,0.6666666666666666,0.4,0.6666666666666666,2,2
0.0,0.0,0.0,0.0,0.2,0.0,2,0
0.0,0.0,0.0,0.0,0.4,0.0,2,2
0.3333333333333333,0.4,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,5,0
0.6666666666666666,0.6,0.6666666666666666,0.6666666666666666,0.8,0.6666666666666666,1,0
0.3333333333333333,0.4,0.3333333333333333,0.3333333333333333,0.4,0.3333333333333333,1,0
1.0,0.6,0.75,0.0,0.2,0.0,1,0
0.3333333333333333,0.4,0.25,0.0,0.2,0.0,1,1
0.6666666666666666,0.4,0.5,0.3333333333333333,0.2,0.5,1,0
0.3333333333333333,0.2,0.5,0.3333333333333333,0.6,0.25,0,2
0.6666666666666666,0.4,0.75,0.3333333333333333,0.2,0.5,1,5
0.6666666666666666,0.8,0.75,0.0,0.0,0.0,4,2
0.6666666666666666,0.4,0.5,0.3333333333333333,0.4,0.25,2,0
0.0,0.0,0.0,0.6666666666666666,0.6,0.5,1,1
0.3333333333333333,0.2,0.5,0.3333333333333333,0.4,0.25,0,1
0.3333333333333333,0.0,0.5,0.3333333333333333,0.4,0.5,2,2
0.6666666666666666,0.6,0.5,0.3333333333333333,0.4,0.25,1,1
0.3333333333333333,0.6,0.5,0.0,0.4,0.0,0,2
0.6666666666666666,0.8,0.75,0.3333333333333333,0.6,0.5,4,0
0.3333333333333333,0.2,0.5,0.3333333333333333,0.6,0.5,0,0
0.3333333333333333,0.2,0.25,0.0,0.2,0.25,1,0
0.6666666666666666,0.4,0.5,0.0,0.0,0.25,3,0
0.3333333333333333,0.2,0.25,0.6666666666666666,0.8,0.75,2,3
0.3333333333333333,0.0,0.25,0.0,0.0,0.0,3,3
